,雇主id,雇主名字,provice_name,city_name,订单内容,成交金额,经度,纬度
0,21777451,MrPet,河北,邢台,LOGO设计,105,114.8071,37.2821
1,21962700,m_3916_66h12j,江苏,枣庄,logo设计 公司企业标志设计商标餐饮酒店科技数码 组长操刀,500,117.323,34.8926
2,22011537,m_2783_dnygmd,上海,上海,企业海报设计品牌展示商品上新公益宣传招生招聘比赛演出会展招商,300,121.4648,31.2891
3,21910335,m_0215_mhwj44,北京,北京,梵尚插画大幅插画绘本/中国风/国画风手绘插图/书籍插画绘本,2000,116.4551,40.2539
4,21803424,m_3890_g2fe3i,四川,成都,教育LOGO设计/标志设计/创意/企业商标设计/卡通logo,680,103.9526,30.7617
5,21253687,m_9317_kuiwgh,内蒙古,赤峰,葆青春面膜包装盒设计,150,118.6743,43.2642
6,11141358,m_74454jbki2,河北,石家庄,我需要LOGO,1000,114.4995,38.1006
7,21657218,t_8320_fvdu4t,上海,上海,实时数据展示大数据可视化数据集成大数据平台开发大数据动态展示,8240,121.4648,31.2891
8,22000931,m_4044_jlu4dx,山东,聊城,我需要logo,360,115.9167,36.4032
9,21817971,m_2279_gyfbdj,天津,天津,我需要包装设计,4500,117.4219,39.4189
10,21987632,t_2931axc1w7,江苏,宿迁,【首页设计】淘宝天猫京东电商主页首页定制设计美工修图,12,118.5535,33.7775
11,21980304,t_5990_FSxns7,四川,成都,我需要剪辑服务,500,103.9526,30.7617
12,21483723,m_2666_x4a43r,北京,北京,宣传单设计,3500,116.4551,40.2539
13,17167692,t_1706lge8tm,山东,青岛,意大利珠宝品牌LOGO设计,1000,120.4651,36.3373
14,6988361,xby__@Zbj,北京,北京,(逐美）室内，家装，工装，公建，别墅，景观，漫游动画，鸟瞰图,2200,116.4551,40.2539
15,21923783,t_3044_hfrjgl,浙江,杭州,我需要LOGO,1000,119.5313,29.8773
16,21760350,m_9240_nh69d4,广东,惠州,我需要vi系统设计,100,114.6204,23.1647
17,8938696,湖口论坛,上海,上海,需要logo,300,121.4648,31.2891
18,21736393,m_8512_hy8c03,广东,广州,淘宝美工包月详情页爆款设计网店设计店铺装修海报首页详情页设计,4000,113.5107,23.2196
19,21866291,爱瓜瓜,湖南,长沙,长沙麦睛科技LOGO设计,400,113.0823,28.2568
20,21855702,m_3341_6njws8,江苏,常州,我需要起名取名,1088,119.4543,31.5582
21,20025875,t_1475jnxpr5,北京,北京,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,116.4551,40.2539
22,21948285,m_4600_832zst,黑龙江,齐齐哈尔,【新用户福利】我需要企业抖音号代认证服务,0.1,124.541,47.5818
23,20172089,海鲜小子,江苏,连云港,包装设计 食品茶叶医药电子包装盒农产品礼盒包装包装袋手提袋,2700,119.1248,34.552
24,21953993,m_3714_iax0ag,广东,深圳,【新用户福利】我需要企业产品销量倍增秘籍服务,0.1,114.5435,22.5439
25,21887470,m_3397_ptu356,广东,广州,美术馆的LOGO设计,300,113.5107,23.2196
26,21979932,t_6571rwxww4,河北,秦皇岛,网站二次开发/模板模块功能二次开发/定制化功能【实体团队】,13,119.2126,40.0232
27,20173346,于德星策划,重庆,重庆,8年经验LOGO设计师3个初稿满意为止,300,107.7539,30.1904
28,10775362,m_0302xc3pq7,广东,深圳,我需要产品取名,100,114.5435,22.5439
29,21994259,t_3250_Bors22,河北,邢台,【艺点包装设计】资深设计师瓶贴设计包装设计/食品饮料包装设计,2000,114.8071,37.2821
30,8218338,我是小海参_@Zbj,山东,聊城,电商淘宝天猫京东众筹产品详情页面宝贝描述文案策划设计卖点撰写,2688,115.9167,36.4032
31,20031842,t_5941eg1510,江西,南昌,APP开发电商商城APP外卖生鲜超市app设计同城OTO开发,80,116.0046,28.6633
32,21774276,m_4273_46jr4i,重庆,重庆,代办直播网文加ICP,19000,107.7539,30.1904
33,21954726,m_2284_v04p10,北京,北京,幼儿园 早教中心 培训机构 教育机构 效果图 装修 设计,600,116.4551,40.2539
34,21902076,m_0018_461q4z,四川,阿坝藏族羌族自治州,折页设计DM单设计三折页设计宣传页设计宣传广告设计菜单设计,450,102.4805,32.4536
35,10349925,m_2659mqqoot,湖北,十堰,uni-app混合开发/vue数据对接/前端开发/微信小程序,690,110.5115,32.3877
36,21907554,m_9559_8gyya1,四川,德阳,我需要logo,800,104.48,31.1133
37,10876274,justinxixi,上海,上海,我需要电商大数据应用,270,121.4648,31.2891
38,19641526,t_9107wtbb1h,上海,上海,【匠二设计资深原创】公司logo企业标志设计商标logo设计,300,121.4648,31.2891
39,21952150,m_1091_o6j9uo,福建,福州,我需要LOGO设计,300,119.4543,25.9222
40,15838410,薇曼文化传播,北京,北京,恰到（北京）文化科技有限公司LOGO设计,500,116.4551,40.2539
41,21922628,m_2300_qtw74a,浙江,金华,我需要vi系统设计,1500,120.0037,29.1028
42,21877889,m_5795_j220e2,山东,济宁,原创logo初级设计企业标志 商标logo 品牌LOGO,799,116.8286,35.3375
43,21792424,m_0891_6nrtcc,浙江,金华,我需要LOGO,300,120.0037,29.1028
44,21703229,m_9632_fke6xk,江苏,苏州,【爱特办公VI设计】企业办公用品公司环境形象宣传vi设计,4000,120.6519,31.3989
45,22003953,m_3766_3everb,上海,上海,【威威名片设计】企业名片公司名片卡片设计创意名片,500,121.4648,31.2891
46,21749269,m_5569_l5axnn,江苏,南京,IT行业LOGO设计,599.8,118.8062,31.9208
47,21994746,t_0271_mEf97g,福建,福州,特惠logo设计餐饮LOGO设计标志品牌设计名片logo设计,1000,119.4543,25.9222
48,17660193,我是你的眼中花,河北,保定,【逐鹿】微信朋友圈运营公众号托管微信群活动策划,230,115.0488,39.0948
49,21689524,m_4744_hveust,北京,北京,LOGO设计企业logo商标协会组织logo标识si导视设计,1000,116.4551,40.2539
50,21851828,t_5117_WQzdj1,江苏,无锡,福州南京石家庄太原武汉南宁西安哈尔滨南昌logo设计标志设计,3500,120.3442,31.5527
51,21686497,t_6795_sqx986,北京,北京,app界面设计/wap网页美工/手机移动应用UI设计/微信,5600,116.4551,40.2539
52,18878169,m_0425_tn0xyi,北京,北京,我需要排版设计,300,116.4551,40.2539
53,12554853,营销头号玩家,北京,北京,网络整合营销策划APP贴吧推广百度百科词条创建网站SEO优化,330,116.4551,40.2539
54,21684801,m_7749_feexgx,河南,南阳,企业品牌易拉宝展架设计形象宣传业务展示招聘信息会展招商,550,112.4011,33.0359
55,20030776,t_6150gvjgq9,河北,邯郸,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,114.4775,36.535
56,21727873,t_6563_rd9oke,江苏,南京,LOGO,599,118.8062,31.9208
57,21964115,m_1013_7wfjr6,上海,上海,我需要摄影摄像,1000,121.4648,31.2891
58,14241693,asurotian,江西,南昌,微商城开发商城小程序开发微信定制开发分销拼团砍价商城冰慧网络,4500,116.0046,28.6633
59,13623116,中善品牌设计,陕西,西安,我需要LOGO,1800,109.1162,34.2004
60,20675292,t_1888cvsbes,重庆,重庆,重庆立信制冷电器设备服务有限公司LOGO 设计,500,107.7539,30.1904
61,21619376,t_3931Raza6b,广东,中山,我需要微信代运营,1500,113.4229,22.478
62,14879590,fenixhunt,江苏,无锡,翻译【特惠翻译】资深英文翻译公司/英语翻译/合同标书视频翻译,100,120.3442,31.5527
63,21989736,m_8075_2qyn75,江苏,盐城,盐城单民建设工程有限公司LOGO设计,300,120.2234,33.5577
64,21965973,t_4320_WKml10,广东,广州,贸易LOGO设计,1500,113.5107,23.2196
65,21671792,t_3741_Bkn3l1,黑龙江,牡丹江,【圣熙总监操刀】公司LOGO企业logo标志设计商标设计,326,129.7815,44.7089
66,21946525,m_0258_wkn151,江苏,南通,【新用户福利】我需要0成本代理游戏服务,0.1,121.1023,32.1625
67,20031784,t_0804ndg8l7,湖南,长沙,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,113.0823,28.2568
68,21724812,t_7191_lC6wbs,上海,上海,化工行业的LOGO设计,400,121.4648,31.2891
69,21939737,m_6204_h6hgj5,福建,漳州,淘宝食品主图设计,120,117.5757,24.3732
70,21796101,m_8267_ief62n,广东,深圳,品牌商标起名公司起名产品起名取名字起名字策划品牌命名取名起名,594,114.5435,22.5439
71,21851419,m_3620_e6pp7i,江苏,苏州,我需要logo,1000,120.6519,31.3989
72,21904094,t_1298_Zoe2gz,福建,厦门,企业网站建设网站制作 网站设计 网站开发 网站定制 好网互联,200,118.1689,24.6478
73,21505891,t_4858mypzmi,四川,成都,公司取名品牌命名企业取名起名商标起名网站取名店铺起名产品取名,1500,103.9526,30.7617
74,21802199,m_7064_4fh2dr,北京,北京,特惠海报,80,116.4551,40.2539
75,22039432,m_4110_lt3qob,河南,洛阳,包装袋包装盒包装瓶贴茶包装农产品化妆品食品酒水化妆品包装设计,1000,112.0605,34.3158
76,5533192,mrxu110,河北,保定,航空航模飞行教育基地LOGO设计,150,115.0488,39.0948
77,21814995,m_6679_cs4z82,广东,深圳,手册翻译/企业简介翻译/产品说明书翻译/产品手册翻译,5480,114.5435,22.5439
78,14076569,leshuileshan,北京,北京,【 买一送一】电脑+手机网站数据同步|网站建设|网站制作,2000,116.4551,40.2539
79,19097784,t_3046kqbszt,福建,漳州,类似老赖地图小程序开发,14000,117.5757,24.3732
80,19717198,t_7039dbqjju,山东,青岛,人工建站pc+手机SEO网站优化排名专业建设企业营销型网站,1250,120.4651,36.3373
81,22028077,t_0767_LWym66,广东,深圳,移动开发APP定制开发生鲜电商综合商城餐饮行业解决方案app,100,114.5435,22.5439
82,17504140,t_3481msc96s,重庆,重庆,企业好创意服务,100,107.7539,30.1904
83,21809666,溜神花露水,广东,深圳,淘宝天猫京东阿里巴巴拼多多速卖通国际站爆款详情页设计制作描述,600,114.5435,22.5439
84,22017349,t_1885jo2pmo,江苏,宿迁,【图标设计】品牌企业公司图标设计、APP界面图标UI前端设计,10,118.5535,33.7775
85,21889181,t_7510_fD2qib,北京,北京,PS图片处理修改主图海报拼多多图片设计合成图片去水印抠图美工,50,116.4551,40.2539
86,21929993,t_7021_gnxj05,上海,上海,【高性价】食品饮料高端包装设计手提袋装设计产品插画包装瓶标贴,1,121.4648,31.2891
87,7009838,alan2013_@Zbj,上海,上海,LOGO,800,121.4648,31.2891
88,21768326,t_2853_xptgzb,广东,广州,QQ群发,3000,113.5107,23.2196
89,21960048,m_1384_ty0nic,北京,北京,公司企业卡通logo设计图文标志字体图标商标设计ico设计,1267.2,116.4551,40.2539
90,11640290,m_7180o91ucp,广东,深圳,我需要自定义类目,760,114.5435,22.5439
91,21881265,m_6042_pi9bgw,新疆,乌鲁木齐,我需要漫画设计,3000,,
92,21745263,m_8127_iy3lcm,江苏,南京,中小企业手机+平板+微信+pc四站合一企业官网,2345,118.8062,31.9208
93,21837182,t_8304_Vqg32e,山东,东营,我需要LOGO,880,118.7073,37.5513
94,1296669,创宏世纪,江西,上饶,我需要网站定制开发,800,117.8613,28.7292
95,16197826,m_4945_lta3rd,北京,北京,添紫传媒,3000,116.4551,40.2539
96,21831806,t_7967_qaayr3,重庆,重庆,光合云LOGO设计,800,107.7539,30.1904
97,21833465,m_1270_ovjkxt,陕西,西安,我需要LOGO设计,1698,109.1162,34.2004
98,21323454,t_3839Xxhx1j,河南,驻马店,我需要VI系统设计,900,114.1589,32.9041
99,21878653,t_0457_te6rlq,广东,广州,微信开发/微信小程序/微信商城/小程序商城/微信小程序分销,300,113.5107,23.2196
100,21721379,就是一个好人,江西,上饶,自建房 规划图 平面图 布局 一二楼平面图设计,449.96,117.8613,28.7292
101,21934678,m_1324_6qao8s,广东,广州,淘宝 详情页设计 淘宝 美工包月 淘宝装修 天猫 整店装修,1000,113.5107,23.2196
102,22000621,t_7465_nGbk24,福建,福州,【艺点包装设计】资深设计师瓶贴设计包装设计/食品饮料包装设计,1988,119.4543,25.9222
103,22028767,m_7408_7n7buc,北京,北京,公司企业logo设计标志设计商标设计vi设计vis设计卡通,299,116.4551,40.2539
104,21765700,m_3744_9xn7dq,海南,海口,我需要VI系统设计,780,110.3893,19.8516
105,21892199,m_7743_f48239,陕西,西安,我需要logo,700,109.1162,34.2004
106,14799149,e_59fby8rzgj,山东,青岛,我需要网站前端开发,200,120.4651,36.3373
107,22041856,m_3986_89f6sz,山东,淄博,html5网站建设企业网站制作网站定制开发公司网站网页设计,1000,118.0371,36.6064
108,21309321,t_8760kMlq89,北京,北京,PS图片处理美工P图修图抠图去水印改字主图详情页图片设计,10,116.4551,40.2539
109,7743360,haosx_@Zbj,山西,太原,企业品牌公司起名产品品牌起名取名字商标命名店铺取名起名策划,600,112.3352,37.9413
110,21945500,t_8471_yf4n9e,上海,上海,餐饮教育公司店铺旅游茶饮原创logo设计,800,121.4648,31.2891
111,14797061,上上之家,安徽,合肥,PHP+mysql网站/成品网站/模板建站仿站网站建设做网站,450,117.29,32.0581
112,21967275,m_3914_jiu160,重庆,重庆,我需要LOGO设计,1000,107.7539,30.1904
113,5109809,sethlee,广东,惠州,美工包月外包整店装修/详情页设计/首页设计/淘宝美工海报设计,1000,114.6204,23.1647
114,21656344,t_9005_mQnv2v,江苏,徐州,【Discuz】论坛建设_社区网站制作_DZ论坛二次开发,2000,117.5208,34.3268
115,21696608,m_4161_sfsd48,广东,佛山,LOGO设计公司企业商标logo卡通标志字体设计国际担保注册,2000,112.8955,23.1097
116,22003098,t_4265_wU6sih,广东,深圳,移动开发APP定制开发生鲜电商综合商城餐饮行业解决方案app,100,114.5435,22.5439
117,22036975,t_9861zjo0ay,江苏,常州,【UI设计】移动UI/APP界面设计/移动端微信界面网页设计,7,119.4543,31.5582
118,4724065,最美是山水,广东,广州,LOGO设计公司logo商标品牌设计标志设计包装vi图文图形,1988,113.5107,23.2196
119,13256948,真影视,贵州,贵阳,自住房装修效果图设计！,3200,106.6992,26.7682
120,11351199,三珠树传媒,甘肃,兰州,政府廉政宣传单位企业电力消防公益展示宣传flash/MG动画,300,103.5901,36.3043
121,21739691,m_9110_2ea2wk,广东,广州,微信代运营公众号文案原创微信文章写作公众号代运营微博文章撰写,800,113.5107,23.2196
122,21721788,m_6785_n2hsdc,江苏,常州,淘宝天猫整店运营服务优化服务活动策划执行内容策划服务数据分析,10,119.4543,31.5582
123,21617503,t_9390kgbhvf,广东,广州,淘宝直播运营天猫直播申请淘宝达人L1L2L3申请内容运营诊断,126,113.5107,23.2196
124,21742217,m_6788_yopmcx,重庆,重庆,咖啡厅设计冷饮店设计/甜品店设计/门头设计/外观设计,2600,107.7539,30.1904
125,21942393,t_4045_ZLwca5,江苏,常州,常州市观念艺术品有限公司文案撰写,600,119.4543,31.5582
126,9705221,shadowcn,四川,成都,餐饮设计 室内设计 效果图设计小吃店铺效果图设计,2200,103.9526,30.7617
127,21976402,m_2179_pa8601,上海,上海,我需要宣传册设计,200,121.4648,31.2891
128,18716573,m_9508_xnsbs2,北京,北京,海报设计易拉宝设计户外平面设计广告设计展架设计宣传单彩页设计,1060,116.4551,40.2539
129,21309321,t_8760kMlq89,北京,北京,亚马逊图片处理阿里巴巴抠图速卖通美工诚信通修图片设计主图设计,5,116.4551,40.2539
130,9444703,zhou0754,广东,广州,我需要logo,150,113.5107,23.2196
131,21374639,livespring,湖南,湘潭,我需要广告牌设计,150,112.5439,27.7075
132,21942280,m_2052_dczfvl,福建,福州,Unity3D手机3D游戏定制开发Unity3D游戏开发,3960,119.4543,25.9222
133,9466061,爱达空间设计,河北,石家庄,宜家欧式风家装设计新房装修设计3d效果图.简欧大户型室内设计,10,114.4995,38.1006
134,21866702,t_3722_Bc1upt,北京,北京,易象公司logo设计标志设计餐饮LOGO企业字体图形设计商标,500,116.4551,40.2539
135,21927216,t_0365_mzrfso,陕西,西安,企业公司品牌logo设计图文标志商标图标LOGO画册平面设计,415,109.1162,34.2004
136,13019757,leixinyu0123,广东,广州,我需要品牌故事,800,113.5107,23.2196
137,20027512,t_4992lhrso1,河南,许昌,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,113.6975,34.0466
138,21886739,t_8892_Wjtjol,上海,上海,翻译/俄语翻译/俄文翻译/小语种翻译标书说明书/简历证书翻译,570,121.4648,31.2891
139,10099596,仙仙2737,山东,青岛,青岛大东自动化科技有限公司需要logo,500,120.4651,36.3373
140,7718116,we7845781_@Zbj,辽宁,鞍山,PS图片处理P图详情页美工抠图去水印改字修图主图海报图片设计,300,123.0798,40.6055
141,9051318,美伢free,山东,济南,公司名片设计,300,117.1582,36.8701
142,14234239,m_22279cexaa,安徽,蚌埠,一元就送广告语/活动期间到你手软/,1,117.4109,33.1073
143,21997542,m_0173_4ajdfg,河南,平顶山,【原天猫团队操作】天猫入驻品牌运营计划方案天猫代入驻高性价比,1500,112.9724,33.739
144,21708890,m_8457_4rprz9,陕西,西安,【高端原创】公司LOGO企业logo标志设计vi设计商标设计,528,109.1162,34.2004
145,4736357,西安华邦软件,陕西,西安,需要logo,1000,109.1162,34.2004
146,21726237,t_6510_azrcet,广东,深圳,品牌LOGO设计,600,114.5435,22.5439
147,1277179,tangxiaomao,安徽,铜陵,【电商直播】京东天猫淘宝直播达人店铺全球购直播图文短视频营销,50,117.9382,30.9375
148,15657543,365小说网,上海,上海,微博微信微博微信公众号新浪微博微信公众号新浪微博粉丝通推广,510,121.4648,31.2891
149,21953925,m_4486_wgb7zj,河北,保定,我需要电商视频制作,300,115.0488,39.0948
150,11662857,m_9108dtcbnl,重庆,重庆,餐饮行业卡通形象设计,1000,107.7539,30.1904
151,21986143,m_6962_gksf1v,贵州,遵义,我需要其它宣传品设计,800,106.908,28.1744
152,9706038,飘香阁鲜花,天津,天津,淘宝直播 天猫京东直播代运营 商家达人全球购直播代开微淘,50,117.4219,39.4189
153,21792424,m_0891_6nrtcc,浙江,金华,Geermmoll 格茉 LOGO设计招标,500,120.0037,29.1028
154,10142440,微信营销小明,上海,上海,APP界面设计/APPUI设计移动UI/移动端设计微信设计,2200,121.4648,31.2891
155,22036277,t_7066mb8ujn,江苏,徐州,微信开发定制微信小程序开发公众号平台开发微商城【实体团队】,11,117.5208,34.3268
156,19767849,t_9203klietq,山东,泰安,【原天猫团队操作】天猫入驻品牌运营计划方案天猫代入驻高性价比,1500,117.0264,36.0516
157,21361362,t_8682rtkoys,海南,海口,餐饮食品/教育机构微信公众号代运营推文写作原创文章代写,240,110.3893,19.8516
158,21579159,m_7777_u3wy2m,辽宁,本溪,微信开发  小程序定制开发 网站开发,13500,124.1455,41.1987
159,8920208,天上一颗星,湖北,荆州,追剧宝签名一个季度,1999,113.291,30.0092
160,11402936,和天下广告,浙江,台州,原华赛LOGO升级设计,300,121.1353,28.6688
161,21069808,t_3063NV8cwt,浙江,温州,淘宝天猫代运营app端优化手淘移动端端排名诊断无线搜索分析,11,120.498,27.8119
162,21987258,m_0409_ohsgwa,广东,惠州,数商科技LOGO设计,650,114.6204,23.1647
163,5198071,徐灵强,北京,北京,北京国泰信诺科技有限公司需要logo,300,116.4551,40.2539
164,15257224,t_7562fi7kie,重庆,重庆,网站广告位 我们两元一天！ 两元一天！,650,107.7539,30.1904
165,20606278,t_8392rs41rn,四川,绵阳,企业网站/网站制作/网站开发/网站建设/网站定制开发|设计,200,104.7327,31.8713
166,21695031,t_9243_cfetfa,广东,东莞,纵横八方LOGO设计,1000,113.8953,22.901
167,13964214,open_ctuvjq0i,江苏,常州,【食品饮料】卡通形象logo设计 吉祥物人物设计,909.3,119.4543,31.5582
168,20168382,羊之恋牛羊肉批发,北京,北京,食品饮料空蝉食品包装设计茶叶包装手提袋设计礼盒包装包装袋设计,1500,116.4551,40.2539
169,21837075,m_6384_l4el8v,广东,深圳,海报设计展架易拉宝设计DM单页名片广告宣传单设计朋友圈广告,300,114.5435,22.5439
170,6357435,济沧海1984,广东,珠海,花盆外形设计,300,113.7305,22.1155
171,8384967,墨臣设计工作室,福建,泉州,淘宝天猫京东代运营店铺托管诊断网店手机无线店铺装修详情页设计,250,118.3228,25.1147
172,20025886,t_0694jmr5qo,陕西,汉中,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,106.886,33.0139
173,21882368,m_6184_dr0eug,北京,北京,北京视捷集华技术有限公司LOGO 设计,500,116.4551,40.2539
174,10783031,度牛电商,重庆,重庆,我需要宣传册印刷,4500,107.7539,30.1904
175,21856573,m_8238_vqe0x0,上海,上海,【睛灵品牌】宣传册 企业画册设计 台历 菜谱医疗行业,1080,121.4648,31.2891
176,21982928,逻辑0018,重庆,重庆,需要专业代笔,500,107.7539,30.1904
177,10672551,佳速互联2014,广东,深圳,我需要专题设计,600,114.5435,22.5439
178,21951925,m_8052_c5lut0,河南,郑州,大道功成文化传媒公司LOGO设计,500,113.4668,34.6234
179,10573097,open_9q0shosb,四川,资阳,商标logo设计公司金融英文logo企业图标餐饮字体标志设计,344,104.9744,30.1575
180,12035576,小平你好225,重庆,重庆,我需要包装设计,1000,107.7539,30.1904
181,21859867,m_5164_v3ooo7,山东,无锡,我需要logo,500,120.3442,31.5527
182,22005795,m_1569_6nnhz2,广东,深圳,包装设计,600,114.5435,22.5439
183,11635027,逐鹿推广旗舰店,重庆,重庆,淘宝天猫京东全托管手机无线店铺装修运营流量指导关键词分析运营,80,107.7539,30.1904
184,13618688,m_7703abw10h,北京,北京,卡通logo吉祥物形象商标志品牌三视图微信表情包动态静态设计,1500,116.4551,40.2539
185,8452593,大黄蜂变形金刚,上海,上海,模板建站  企业整站 网站建设 手机网站模板 包满意,800,121.4648,31.2891
186,20728593,t_9425wb394h,湖南,长沙,ppt设计美化制作公司简介/商业项目演示汇报/路演/页面定制,850,113.0823,28.2568
187,21789902,m_0425_u7jnbp,上海,上海,企业宣传册设计宣传画册设计产品宣传单页设计企业宣传折页海报,450,121.4648,31.2891
188,22027853,t_1352pisia3,辽宁,抚顺,网站前端开发UI设计响应布局前端交互网页特效【开发设计团队】,10,124.585,41.8579
189,14797061,上上之家,安徽,合肥,软件界面设计-ui设计软件界面设计ui自作设计ui开发定制,800,117.29,32.0581
190,21907554,m_9559_8gyya1,四川,德阳,推文配图,50,104.48,31.1133
191,15921802,m_7332_a64nj8,陕西,安康,【九千国际】高端SI店面设计店铺设计专卖店设计室内装修设计,95,109.1162,32.7722
192,21915295,m_4876_xukxep,新疆,乌鲁木齐,我需要搜索权重优化,200,,
193,21608406,t_6212pFrmwx,上海,上海,我需要logo,1700,121.4648,31.2891
194,21899825,t_4989_jt1wo9,广东,广州,网页设计/网站ui/ 前端H5/响应式/网站开发建设/界面,1200,113.5107,23.2196
195,14966290,微信公众号租用,浙江,宁波,浙江蔚蓝电子科技发展有限公司LOGO设计,300,121.5967,29.6466
196,11249712,m_39799pejo6,湖南,长沙,包装设计,1500,113.0823,28.2568
197,19689425,t_8965inj5sz,湖北,武汉,我需要微信小程序,2000,114.3896,30.6628
198,10829033,鼎光网络,陕西,西安,我需要自定义类目,500,109.1162,34.2004
199,21952543,m_4811_vmx9zk,湖南,长沙,【新用户福利】我需要0成本代理游戏服务,0.1,113.0823,28.2568
200,1658508,ts320,广东,东莞,PHP前端手机单页面和后台小改动,280,113.8953,22.901
201,18810734,t_2028ku3ed7,江苏,徐州,茶舍LOGO设计,300,117.5208,34.3268
202,21572050,t_7775Gfnjr0,河北,廊坊,我需要企业取名,500,116.521,39.0509
203,21941904,t_9128qh07a4,广东,深圳,引力资深画册/宣传画册/企业画册/产品画册/书刊/ppt设计,130,114.5435,22.5439
204,21777397,不说之说,重庆,重庆,我需要商业计划,3000,107.7539,30.1904
205,21731685,m_4434_r9qlcs,广东,广州,需要海报设计,666,113.5107,23.2196
206,21853724,m_9369_l6pak8,上海,上海,竑丽屋LOGO设计,300,121.4648,31.2891
207,13981208,霖设计,北京,北京,员工股权激励机制合伙人股权分配方案股权设计管理办法协议合同,2000,116.4551,40.2539
208,21605354,t_7826KCwmmx,广东,东莞,LOGO设计深圳ogo公司logo餐饮logo标志设计包满意,998,113.8953,22.901
209,11180550,章爱明,广东,佛山,淘宝 详情页设计 淘宝 美工包月 淘宝装修 天猫 整店装修,1000,112.8955,23.1097
210,21975746,t_3010_ftmulx,江苏,镇江,商业计划书融资策划白皮书营销方案可行性报告招商加盟标书制作,3000,119.4763,31.9702
211,21644555,m_7853_q3mmsi,浙江,温州,我需要海报设计,300,120.498,27.8119
212,21836079,m_1058_7e250n,甘肃,庆阳,【新用户福利】我需要企业抖音号代认证服务,1,107.5342,36.2
213,21680152,m_5845_admaqe,四川,成都,龙泉街道魏家街社区LOGO设计,600,103.9526,30.7617
214,21909382,m_8584_k4y9d4,重庆,重庆,抖音短视频微视最右小红书火山喜马拉雅小咖秀微博微博粉丝通推广,90,107.7539,30.1904
215,21937223,t_7924_Hl27ke,宁夏,中卫,【高性价】食品饮料高端包装设计手提袋装设计产品插画包装瓶标贴,1,105.4028,36.9525
216,21877952,m_1919_g6xuhm,广东,深圳,百度百科搜狗互动企业品牌人物APP360词条创建编辑修改文案,1200,114.5435,22.5439
217,22039121,m_8920_7z7mbx,河南,洛阳,【电子家电零售百货】公司品牌门店产品餐饮影视食品logo设计,1000,112.0605,34.3158
218,10298535,open_i3i46qe2,江苏,南京,我需要自建房,2500,118.8062,31.9208
219,4487991,S_Tempest,上海,上海,小火锅logo，包装，食品打包盒标签设计。,1200,121.4648,31.2891
220,4553453,voks1,浙江,宁波,展览设计公司展会设计搭建展位设计特装设计搭建展柜设计展厅设计,1500,121.5967,29.6466
221,21793290,m_8421_q5vlw0,四川,成都,文案撰写微信文案排版品牌故事公司简介产品介绍宝贝描述软文写作,150,103.9526,30.7617
222,22025056,t_9691mf8k3n,江苏,常州,微信公众号代运营、原创图文排版、日常推文微信发文托管包月,90,119.4543,31.5582
223,22004857,t_8455wtsfxk,辽宁,大连,我需要餐饮店铺取名,100,122.2229,39.4409
224,21801193,m_0255_nh5z70,广东,深圳,我需要企业网站,2200,114.5435,22.5439
225,21962668,m_2189_lbmhd3,云南,大理白族自治州,【3套方案】logo字体设计LOGO公司包装vi标志企业图文,360,99.9536,25.6805
226,9716314,小白白7号,广东,广州,包装设计母婴服饰保健品儿童玩具五金电子产品礼盒碗袋装标签瓶贴,500,113.5107,23.2196
227,22025698,t_2205ovb4g1,陕西,西安,【包装盒设计】纸箱包装盒设计、彩盒平面外包装礼品盒定制设计,10,109.1162,34.2004
228,14353865,rockrockyin,上海,上海,网络整合营销全案企业小红书推广百度品牌口碑创建网站SEO优化,250,121.4648,31.2891
229,12162169,m_3336n88otu,广东,广州,企业网站建设，网站定制开发，网站搭建，网站设计，网站制作,3800,113.5107,23.2196
230,1670536,wisdomsion,江苏,泰州,广告首页图片处理彩页易拉宝折页宣传单主图品牌宣传品海报设计,600,120.0586,32.5525
231,21722480,m_1883_pkkb8y,天津,天津,【自营】-标准版企业网站/一站式网站建设/不满意退全款,3500,117.4219,39.4189
232,21729518,t_9078_srt7ki,北京,北京,云ERP进销存管理系统软件手机版电脑版微信小程序版三合一,21000,116.4551,40.2539
233,2012856,weijingqiang,山东,临沂,狗粮包装袋设计,1000,118.3118,35.2936
234,16146891,open_e0rd_bfe2,江苏,常州,常州市钛宇新材料科技有限公司需要logo,666,119.4543,31.5582
235,22018964,m_4085_vagjqu,河南,三门峡,新锐|公司企业卡通logo设计标志商标LOGO字体设计图文,99,110.8301,34.3158
236,19122060,t_1446lsq7bl,广东,佛山,抖音直播抖音代运营网站运营自媒体运营内容运营,40,112.8955,23.1097
237,19470375,m_0121_ueogou,北京,北京,我需要宣传册设计,800,116.4551,40.2539
238,20958292,大鹏1977,江苏,常州,LOGO设计,500,119.4543,31.5582
239,9371722,科学怪人晚秋,浙江,台州,淘宝天猫店铺设计,49.5,121.1353,28.6688
240,6393547,福灏,天津,天津,普通logo设计3个创意，3年经验设计师，满意为止。,300,117.4219,39.4189
